category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0014707	1.00000000000193	0.922243561728872	0	3	branchiomeric skeletal muscle development	BP	1	1
GO:1902340	1.00000000000195	0.82840992062929	0	4	negative regulation of chromosome condensation	BP	1	1
GO:0009744	1.00000000000195	0.776073762113862	0	7	response to sucrose	BP	1	1
GO:0034285	1.00000000000195	0.776073762113862	0	7	response to disaccharide	BP	1	1
GO:0050904	1.00000000000197	0.728125477980931	0	7	diapedesis	BP	1	1
GO:0033341	1.00000000000199	0.903421641842613	0	2	regulation of collagen binding	BP	1	1
GO:1905333	1.000000000002	0.926468791726477	0	3	regulation of gastric motility	BP	1	1
GO:0010266	1.00000000000201	0.946018671636065	0	2	response to vitamin B1	BP	1	1
GO:0005593	1.00000000000202	0.74536660647413	0	6	FACIT collagen trimer	CC	1	1
GO:0062044	1.00000000000205	0.937771124921478	0	2	negative regulation of cardiac epithelial to mesenchymal transition	BP	1	1
GO:1905006	1.00000000000205	0.937771124921478	0	2	negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	BP	1	1
GO:0015607	1.00000000000207	0.961464856612303	0	1	ABC-type fatty-acyl-CoA transporter activity	MF	1	1
GO:0036113	1.00000000000207	0.961464856612303	0	1	very long-chain fatty-acyl-CoA catabolic process	BP	1	1
GO:0044651	1.00000000000207	0.961464856612303	0	1	adhesion of symbiont to host epithelial cell	BP	1	1
GO:1905226	1.00000000000207	0.961464856612303	0	1	regulation of adhesion of symbiont to host epithelial cell	BP	1	1
GO:0001641	1.00000000000207	0.911564180281111	0	2	group II metabotropic glutamate receptor activity	MF	1	1
GO:0045485	1.00000000000207	0.94866237471535	0	1	omega-6 fatty acid desaturase activity	MF	1	1
GO:0062076	1.00000000000207	0.94866237471535	0	1	acyl-CoA delta5-desaturase activity	MF	1	1
GO:0097292	1.00000000000207	0.715712484159848	0	7	XMP metabolic process	BP	1	1
GO:0097293	1.00000000000207	0.715712484159848	0	7	XMP biosynthetic process	BP	1	1
GO:0097294	1.00000000000207	0.715712484159848	0	7	'de novo' XMP biosynthetic process	BP	1	1
GO:0090362	1.00000000000208	0.932829914744865	0	2	positive regulation of platelet-derived growth factor production	BP	1	1
GO:0070434	1.00000000000208	0.825623285993249	0	5	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	BP	1	1
GO:1905538	1.00000000000209	0.755292837878488	0	6	polysome binding	MF	1	1
GO:0051454	1.00000000000216	0.781956628324612	0	6	intracellular pH elevation	BP	1	1
GO:0008817	1.00000000000216	0.951953423785067	0	1	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	MF	1	1
GO:0106015	1.00000000000218	0.905681028558535	0	3	negative regulation of inflammatory response to wounding	BP	1	1
GO:1901662	1.0000000000022	0.839966828342292	0	5	quinone catabolic process	BP	1	1
GO:0004088	1.00000000000221	0.90024792479582	0	2	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	MF	1	1
GO:0061087	1.00000000000221	0.784144062701782	0	6	positive regulation of histone H3-K27 methylation	BP	1	1
GO:0032574	1.00000000000224	0.90015132527863	0	2	5'-3' RNA helicase activity	MF	1	1
GO:0001831	1.00000000000224	0.93312799325228	0	2	trophectodermal cellular morphogenesis	BP	1	1
GO:0000393	1.00000000000225	0.821453485654348	0	5	spliceosomal conformational changes to generate catalytic conformation	BP	1	1
GO:0005584	1.00000000000225	0.900068921324588	0	2	collagen type I trimer	CC	1	1
GO:0034373	1.00000000000226	0.95605639904119	0	1	intermediate-density lipoprotein particle remodeling	BP	1	1
GO:0060830	1.00000000000227	0.940403540240741	0	2	ciliary receptor clustering involved in smoothened signaling pathway	BP	1	1
GO:2000656	1.00000000000229	0.966965848988671	0	1	regulation of apolipoprotein binding	BP	1	1
GO:2000657	1.00000000000229	0.966965848988671	0	1	negative regulation of apolipoprotein binding	BP	1	1
GO:0089709	1.00000000000229	0.759238115244224	0	6	L-histidine transmembrane transport	BP	1	1
GO:0048852	1.00000000000229	0.899023508361678	0	3	diencephalon morphogenesis	BP	1	1
GO:2000583	1.0000000000023	0.79520582368254	0	5	regulation of platelet-derived growth factor receptor-alpha signaling pathway	BP	1	1
GO:0004408	1.0000000000023	0.981150683761905	0	1	holocytochrome-c synthase activity	MF	1	1
GO:0008052	1.0000000000023	0.981150683761905	0	1	sensory organ boundary specification	BP	1	1
GO:0010160	1.0000000000023	0.981150683761905	0	1	formation of animal organ boundary	BP	1	1
GO:0017003	1.0000000000023	0.981150683761905	0	1	protein-heme linkage	BP	1	1
GO:0017006	1.0000000000023	0.981150683761905	0	1	protein-tetrapyrrole linkage	BP	1	1
GO:0018063	1.0000000000023	0.981150683761905	0	1	cytochrome c-heme linkage	BP	1	1
GO:0061193	1.0000000000023	0.981150683761905	0	1	taste bud development	BP	1	1
GO:1903910	1.0000000000023	0.981150683761905	0	1	negative regulation of receptor clustering	BP	1	1
GO:1904394	1.0000000000023	0.981150683761905	0	1	negative regulation of skeletal muscle acetylcholine-gated channel clustering	BP	1	1
GO:0055005	1.00000000000231	0.886918649572814	0	3	ventricular cardiac myofibril assembly	BP	1	1
GO:0021853	1.00000000000233	0.800913867540561	0	6	cerebral cortex GABAergic interneuron migration	BP	1	1
GO:1905453	1.00000000000233	0.903751689400742	0	3	regulation of myeloid progenitor cell differentiation	BP	1	1
GO:0007198	1.00000000000234	0.790332574024086	0	7	adenylate cyclase-inhibiting serotonin receptor signaling pathway	BP	1	1
GO:0015196	1.00000000000234	0.861664797155716	0	3	L-tryptophan transmembrane transporter activity	MF	1	1
GO:1903797	1.00000000000235	0.875023182034844	0	3	positive regulation of inorganic anion transmembrane transport	BP	1	1
GO:0060738	1.00000000000237	0.916589272326524	0	2	epithelial-mesenchymal signaling involved in prostate gland development	BP	1	1
GO:0034618	1.00000000000237	0.808487765798537	0	6	arginine binding	MF	1	1
GO:0070946	1.00000000000238	0.961988612432443	0	2	neutrophil-mediated killing of gram-positive bacterium	BP	1	1
GO:0090191	1.0000000000024	0.959509107831593	0	2	negative regulation of branching involved in ureteric bud morphogenesis	BP	1	1
GO:0046668	1.00000000000242	0.888356715895493	0	3	regulation of retinal cell programmed cell death	BP	1	1
GO:0031370	1.00000000000243	0.956175521255546	0	1	eukaryotic initiation factor 4G binding	MF	1	1
GO:0048925	1.00000000000243	0.901010856284729	0	3	lateral line system development	BP	1	1
GO:1905578	1.00000000000244	0.950659444738459	0	1	regulation of ERBB3 signaling pathway	BP	1	1
GO:1905580	1.00000000000244	0.950659444738459	0	1	positive regulation of ERBB3 signaling pathway	BP	1	1
GO:0042663	1.00000000000245	0.974146787745497	0	2	regulation of endodermal cell fate specification	BP	1	1
GO:0004466	1.00000000000246	0.828947450605271	0	4	long-chain-acyl-CoA dehydrogenase activity	MF	1	1
GO:0021776	1.00000000000247	0.901520994636907	0	2	smoothened signaling pathway involved in spinal cord motor neuron cell fate specification	BP	1	1
GO:0004667	1.00000000000248	0.947035582104659	0	3	prostaglandin-D synthase activity	MF	1	1
GO:0060016	1.00000000000249	0.990429788500134	0	1	granulosa cell development	BP	1	1
GO:0060516	1.00000000000249	0.920727187714707	0	2	primary prostatic bud elongation	BP	1	1
GO:0033588	1.0000000000025	0.768007052899355	0	6	elongator holoenzyme complex	CC	1	1
GO:0071791	1.0000000000025	0.94662188493496	0	2	chemokine (C-C motif) ligand 5 binding	MF	1	1
GO:0016230	1.0000000000025	0.916488122148275	0	2	sphingomyelin phosphodiesterase activator activity	MF	1	1
GO:2000210	1.0000000000025	0.77613098973166	0	7	positive regulation of anoikis	BP	1	1
GO:0071598	1.00000000000252	0.832501849321404	0	5	neuronal ribonucleoprotein granule	CC	1	1
GO:0015439	1.00000000000252	0.954938334265584	0	1	ABC-type heme transporter activity	MF	1	1
GO:0061896	1.00000000000252	0.954938334265584	0	1	all-trans retinol 3,4-desaturase activity	MF	1	1
GO:0061897	1.00000000000252	0.954938334265584	0	1	all-trans retinal 3,4-desaturase activity	MF	1	1
GO:0061898	1.00000000000252	0.954938334265584	0	1	all-trans retinoic acid 3,4-desaturase activity	MF	1	1
GO:0061899	1.00000000000252	0.954938334265584	0	1	11-cis-retinal 3,4-desaturase activity	MF	1	1
GO:0098849	1.00000000000252	0.954938334265584	0	1	cellular detoxification of cadmium ion	BP	1	1
GO:0110070	1.00000000000252	0.982829363181892	0	1	cellularization cleavage furrow	CC	1	1
GO:0043321	1.00000000000253	0.858491374413773	0	4	regulation of natural killer cell degranulation	BP	1	1
GO:0043323	1.00000000000253	0.858491374413773	0	4	positive regulation of natural killer cell degranulation	BP	1	1
GO:0033798	1.00000000000254	0.934079539535848	0	2	thyroxine 5-deiodinase activity	MF	1	1
GO:0042404	1.00000000000254	0.934079539535848	0	2	thyroid hormone catabolic process	BP	1	1
GO:1905041	1.00000000000255	0.924433794875656	0	3	regulation of epithelium regeneration	BP	1	1
GO:1990399	1.00000000000255	0.924433794875656	0	3	epithelium regeneration	BP	1	1
GO:1905686	1.00000000000258	0.89296029745873	0	3	positive regulation of plasma membrane repair	BP	1	1
GO:0034345	1.00000000000258	0.978632546176227	0	2	negative regulation of type III interferon production	BP	1	1
GO:0042779	1.00000000000258	0.90267175297833	0	3	tRNA 3'-trailer cleavage	BP	1	1
GO:1902081	1.0000000000026	0.949682340346584	0	2	negative regulation of calcium ion import into sarcoplasmic reticulum	BP	1	1
GO:0006678	1.0000000000026	0.764308115838513	0	7	glucosylceramide metabolic process	BP	1	1
GO:0046032	1.00000000000262	0.932265248830113	0	2	ADP catabolic process	BP	1	1
GO:0021942	1.00000000000263	0.855375197628703	0	3	radial glia guided migration of Purkinje cell	BP	1	1
GO:0036111	1.00000000000264	0.912101877222906	0	2	very long-chain fatty-acyl-CoA metabolic process	BP	1	1
GO:1904734	1.00000000000264	0.920876988240145	0	3	positive regulation of electron transfer activity	BP	1	1
GO:1904960	1.00000000000264	0.920876988240145	0	3	positive regulation of cytochrome-c oxidase activity	BP	1	1
GO:0061419	1.00000000000264	0.775012630605043	0	5	positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	BP	1	1
GO:0021861	1.00000000000264	0.763840944786229	0	7	forebrain radial glial cell differentiation	BP	1	1
GO:0160004	1.00000000000265	0.924435456207005	0	2	poly-ADP-D-ribose modification-dependent protein binding	MF	1	1
GO:0003311	1.00000000000265	0.916305871774811	0	2	pancreatic D cell differentiation	BP	1	1
GO:0051717	1.00000000000265	0.923996923806246	0	2	inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity	MF	1	1
GO:0008531	1.00000000000266	0.964939543018403	0	1	riboflavin kinase activity	MF	1	1
GO:0009231	1.00000000000266	0.964939543018403	0	1	riboflavin biosynthetic process	BP	1	1
GO:0009398	1.00000000000266	0.964939543018403	0	1	FMN biosynthetic process	BP	1	1
GO:0046444	1.00000000000266	0.964939543018403	0	1	FMN metabolic process	BP	1	1
GO:0070320	1.00000000000266	0.964939543018403	0	1	inward rectifier potassium channel inhibitor activity	MF	1	1
GO:1900085	1.00000000000266	0.964939543018403	0	1	negative regulation of peptidyl-tyrosine autophosphorylation	BP	1	1
GO:0098999	1.00000000000266	0.903177174589684	0	2	extrinsic component of postsynaptic endosome membrane	CC	1	1
GO:0014045	1.00000000000266	0.968855115272132	0	2	establishment of endothelial blood-brain barrier	BP	1	1
GO:0018343	1.00000000000268	0.883172358969747	0	3	protein farnesylation	BP	1	1
GO:1905395	1.00000000000268	0.928871256079091	0	2	response to flavonoid	BP	1	1
GO:0061622	1.0000000000027	0.931258409719164	0	2	glycolytic process through glucose-1-phosphate	BP	1	1
GO:0097043	1.0000000000027	0.87363759839372	0	3	histone H3-K56 acetylation	BP	1	1
GO:0097370	1.00000000000272	0.954200309606502	0	1	protein O-GlcNAcylation via threonine	BP	1	1
GO:0042999	1.00000000000273	0.958366041571211	0	1	regulation of Golgi to plasma membrane CFTR protein transport	BP	1	1
GO:0043002	1.00000000000273	0.958366041571211	0	1	negative regulation of Golgi to plasma membrane CFTR protein transport	BP	1	1
GO:0043004	1.00000000000273	0.958366041571211	0	1	cytoplasmic sequestering of CFTR protein	BP	1	1
GO:0060729	1.00000000000275	0.760836975054655	0	7	intestinal epithelial structure maintenance	BP	1	1
GO:1903703	1.00000000000275	0.951266375400466	0	1	enterocyte differentiation	BP	1	1
GO:1904997	1.00000000000275	0.873779587317522	0	5	regulation of leukocyte adhesion to arterial endothelial cell	BP	1	1
GO:1904396	1.00000000000275	0.69666924460345	0	7	regulation of neuromuscular junction development	BP	1	1
GO:0002100	1.00000000000276	0.949918311187289	0	1	tRNA wobble adenosine to inosine editing	BP	1	1
GO:0072386	1.00000000000277	0.703090606152101	0	7	plus-end-directed organelle transport along microtubule	BP	1	1
GO:0048298	1.00000000000277	0.814548502213993	0	5	positive regulation of isotype switching to IgA isotypes	BP	1	1
GO:0051120	1.00000000000277	0.966017944820429	0	1	hepoxilin A3 synthase activity	MF	1	1
GO:0050220	1.00000000000277	0.909574427986146	0	3	prostaglandin-E synthase activity	MF	1	1
GO:0008109	1.00000000000278	0.859179328452459	0	3	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity	MF	1	1
GO:0010730	1.00000000000278	0.857598615280754	0	4	negative regulation of hydrogen peroxide biosynthetic process	BP	1	1
GO:0070384	1.00000000000279	0.836155778090253	0	4	Harderian gland development	BP	1	1
GO:0035364	1.0000000000028	0.977228894148763	0	1	thymine transport	BP	1	1
GO:0036321	1.0000000000028	0.937293534385647	0	2	ghrelin secretion	BP	1	1
GO:0036415	1.00000000000281	0.9046560832542	0	2	regulation of tRNA stability	BP	1	1
GO:0036416	1.00000000000281	0.9046560832542	0	2	tRNA stabilization	BP	1	1
GO:1902370	1.00000000000281	0.9046560832542	0	2	regulation of tRNA catabolic process	BP	1	1
GO:1902371	1.00000000000281	0.9046560832542	0	2	negative regulation of tRNA catabolic process	BP	1	1
GO:1903326	1.00000000000281	0.9046560832542	0	2	regulation of tRNA metabolic process	BP	1	1
GO:1903327	1.00000000000281	0.9046560832542	0	2	negative regulation of tRNA metabolic process	BP	1	1
GO:1905310	1.00000000000284	0.883515885240676	0	3	regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis	BP	1	1
GO:1905312	1.00000000000284	0.883515885240676	0	3	positive regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis	BP	1	1
GO:0071133	1.00000000000284	0.909938183094605	0	2	alpha9-beta1 integrin-ADAM8 complex	CC	1	1
GO:0097233	1.00000000000284	0.916854114464336	0	2	alveolar lamellar body membrane	CC	1	1
GO:0045951	1.00000000000286	0.950235972144216	0	1	positive regulation of mitotic recombination	BP	1	1
GO:0071242	1.00000000000286	0.804083116817123	0	5	cellular response to ammonium ion	BP	1	1
GO:0060535	1.00000000000287	0.905716182399267	0	3	trachea cartilage morphogenesis	BP	1	1
GO:0008988	1.00000000000288	0.889037076581764	0	3	rRNA (adenine-N6-)-methyltransferase activity	MF	1	1
GO:0033181	1.00000000000288	0.925238953085965	0	2	plasma membrane proton-transporting V-type ATPase complex	CC	1	1
GO:0033477	1.0000000000029	0.966284018020232	0	1	S-methylmethionine metabolic process	BP	1	1
GO:0061627	1.0000000000029	0.966284018020232	0	1	S-methylmethionine-homocysteine S-methyltransferase activity	MF	1	1
GO:0061938	1.00000000000291	0.952436586523493	0	1	protein localization to somatodendritic compartment	BP	1	1
GO:0038138	1.00000000000291	0.765536211132364	0	6	ERBB4-ERBB4 signaling pathway	BP	1	1
GO:0036009	1.00000000000293	0.931190893303678	0	3	protein-glutamine N-methyltransferase activity	MF	1	1
GO:0045575	1.00000000000293	0.92293050788747	0	3	basophil activation	BP	1	1
GO:0036015	1.00000000000293	0.765832988594468	0	7	response to interleukin-3	BP	1	1
GO:0036016	1.00000000000293	0.765832988594468	0	7	cellular response to interleukin-3	BP	1	1
GO:1905675	1.00000000000294	0.917153235438315	0	2	negative regulation of adaptive immune memory response	BP	1	1
GO:0030345	1.00000000000294	0.877003198222814	0	6	structural constituent of tooth enamel	MF	1	1
GO:0016842	1.00000000000294	0.79921243499063	0	7	amidine-lyase activity	MF	1	1
GO:0016435	1.00000000000295	0.918410643628579	0	4	rRNA (guanine) methyltransferase activity	MF	1	1
GO:0016492	1.00000000000297	0.949756405615709	0	2	G protein-coupled neurotensin receptor activity	MF	1	1
GO:1904891	1.00000000000297	0.879003227911618	0	3	positive regulation of excitatory synapse assembly	BP	1	1
GO:0016822	1.00000000000297	0.876635392164061	0	3	hydrolase activity, acting on acid carbon-carbon bonds	MF	1	1
GO:0016823	1.00000000000297	0.876635392164061	0	3	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances	MF	1	1
GO:0044663	1.00000000000298	0.996498266842026	0	2	establishment or maintenance of cell type involved in phenotypic switching	BP	1	1
GO:1902951	1.00000000000299	0.878756664349711	0	4	negative regulation of dendritic spine maintenance	BP	1	1
GO:0032849	1.00000000000301	0.832867726696228	0	6	positive regulation of cellular pH reduction	BP	1	1
GO:0044547	1.00000000000303	0.829857633365582	0	5	DNA topoisomerase binding	MF	1	1
GO:0032422	1.00000000000304	0.83312397332081	0	4	purine-rich negative regulatory element binding	MF	1	1
GO:0031134	1.00000000000304	0.886981293807732	0	3	sister chromatid biorientation	BP	1	1
GO:1901664	1.00000000000304	0.884414419840203	0	3	regulation of NAD+ ADP-ribosyltransferase activity	BP	1	1
GO:1901666	1.00000000000304	0.884414419840203	0	3	positive regulation of NAD+ ADP-ribosyltransferase activity	BP	1	1
GO:0002337	1.00000000000305	0.923062882416338	0	2	B-1a B cell differentiation	BP	1	1
GO:0005223	1.00000000000306	0.779078942840225	0	7	intracellular cGMP-activated cation channel activity	MF	1	1
GO:0004873	1.00000000000308	0.946493329862355	0	2	asialoglycoprotein receptor activity	MF	1	1
GO:1990889	1.00000000000313	0.935708950902454	0	2	H4K20me3 modified histone binding	MF	1	1
GO:0004914	1.00000000000315	0.908956938547571	0	2	interleukin-5 receptor activity	MF	1	1
GO:0038043	1.00000000000315	0.908956938547571	0	2	interleukin-5-mediated signaling pathway	BP	1	1
GO:0032594	1.00000000000316	0.779471989304427	0	7	protein transport within lipid bilayer	BP	1	1
GO:0002264	1.00000000000318	0.985919179646902	0	1	endothelial cell activation involved in immune response	BP	1	1
GO:0086059	1.00000000000319	0.899958227009906	0	2	voltage-gated calcium channel activity involved SA node cell action potential	MF	1	1
GO:1903553	1.0000000000032	0.859871998179243	0	4	positive regulation of extracellular exosome assembly	BP	1	1
GO:1903060	1.00000000000321	0.95550580397436	0	2	negative regulation of protein lipidation	BP	1	1
GO:1900193	1.00000000000322	0.773985700336348	0	7	regulation of oocyte maturation	BP	1	1
GO:2000567	1.00000000000322	0.902637961037195	0	2	regulation of memory T cell activation	BP	1	1
GO:2000568	1.00000000000322	0.902637961037195	0	2	positive regulation of memory T cell activation	BP	1	1
GO:0004666	1.00000000000322	0.908525597287656	0	2	prostaglandin-endoperoxide synthase activity	MF	1	1
GO:0097486	1.00000000000324	0.767746414691349	0	7	multivesicular body lumen	CC	1	1
GO:0072536	1.00000000000326	0.809061971209117	0	5	interleukin-23 receptor complex	CC	1	1
GO:0034689	1.00000000000327	0.902368857163613	0	2	integrin alphaX-beta2 complex	CC	1	1
GO:0001096	1.00000000000328	0.928243352710696	0	2	TFIIF-class transcription factor complex binding	MF	1	1
GO:0071765	1.00000000000329	0.951537237955321	0	1	nuclear inner membrane organization	BP	1	1
GO:0034758	1.00000000000329	0.98898689053467	0	2	positive regulation of iron ion transport	BP	1	1
GO:0034761	1.00000000000329	0.98898689053467	0	2	positive regulation of iron ion transmembrane transport	BP	1	1
GO:1904440	1.00000000000329	0.98898689053467	0	2	positive regulation of iron ion import across plasma membrane	BP	1	1
GO:0005760	1.0000000000033	0.910105708842056	0	2	gamma DNA polymerase complex	CC	1	1
GO:0035184	1.0000000000033	0.723672248001756	0	7	histone threonine kinase activity	MF	1	1
GO:0003150	1.00000000000332	0.85138370698353	0	4	muscular septum morphogenesis	BP	1	1
GO:0071076	1.00000000000332	0.784493140932816	0	5	RNA 3' uridylation	BP	1	1
GO:0019483	1.00000000000332	0.902903404778084	0	2	beta-alanine biosynthetic process	BP	1	1
GO:0090071	1.00000000000332	0.792326010982982	0	5	negative regulation of ribosome biogenesis	BP	1	1
GO:0005692	1.00000000000335	0.990494690213545	0	2	U11 snRNP	CC	1	1
GO:0035617	1.00000000000335	0.78191502003168	0	5	stress granule disassembly	BP	1	1
GO:0014724	1.00000000000338	0.879249113875267	0	4	regulation of twitch skeletal muscle contraction	BP	1	1
GO:0086047	1.00000000000338	0.855993908763854	0	3	membrane depolarization during Purkinje myocyte cell action potential	BP	1	1
GO:0060101	1.0000000000034	0.977432423925176	0	1	negative regulation of phagocytosis, engulfment	BP	1	1
GO:1902569	1.0000000000034	0.977432423925176	0	1	negative regulation of activation of Janus kinase activity	BP	1	1
GO:1905154	1.0000000000034	0.977432423925176	0	1	negative regulation of membrane invagination	BP	1	1
GO:0097376	1.0000000000034	0.868664414782993	0	4	interneuron axon guidance	BP	1	1
GO:0009441	1.0000000000034	0.918194459771758	0	3	glycolate metabolic process	BP	1	1
GO:0099552	1.00000000000342	0.869991089466928	0	3	trans-synaptic signaling by lipid, modulating synaptic transmission	BP	1	1
GO:0099553	1.00000000000342	0.869991089466928	0	3	trans-synaptic signaling by endocannabinoid, modulating synaptic transmission	BP	1	1
GO:0031523	1.00000000000344	0.904387614414414	0	3	Myb complex	CC	1	1
GO:0061771	1.00000000000345	0.8880170253645	0	3	response to caloric restriction	BP	1	1
GO:1902338	1.00000000000346	0.771330363237695	0	6	negative regulation of apoptotic process involved in morphogenesis	BP	1	1
GO:1904746	1.00000000000346	0.771330363237695	0	6	negative regulation of apoptotic process involved in development	BP	1	1
GO:0071629	1.00000000000346	0.969262015620148	0	1	cytoplasm protein quality control by the ubiquitin-proteasome system	BP	1	1
GO:0140455	1.00000000000346	0.969262015620148	0	1	cytoplasm protein quality control	BP	1	1
GO:0075506	1.00000000000348	0.901911706287039	0	2	entry of viral genome into host nucleus through nuclear pore complex via importin	BP	1	1
GO:0015888	1.00000000000349	0.832310610819044	0	5	thiamine transport	BP	1	1
GO:1905397	1.0000000000035	0.896700904993006	0	3	activated CD8-positive, alpha-beta T cell apoptotic process	BP	1	1
GO:1905402	1.0000000000035	0.896700904993006	0	3	regulation of activated CD8-positive, alpha-beta T cell apoptotic process	BP	1	1
GO:0048174	1.00000000000351	0.960861054443686	0	1	negative regulation of short-term neuronal synaptic plasticity	BP	1	1
GO:0099082	1.00000000000351	0.960861054443686	0	1	retrograde trans-synaptic signaling by neuropeptide	BP	1	1
GO:0099161	1.00000000000351	0.960861054443686	0	1	regulation of presynaptic dense core granule exocytosis	BP	1	1
GO:1905415	1.00000000000351	0.960861054443686	0	1	positive regulation of dense core granule exocytosis	BP	1	1
GO:1905432	1.00000000000351	0.960861054443686	0	1	regulation of retrograde trans-synaptic signaling by neuropeptide	BP	1	1
GO:1905433	1.00000000000351	0.960861054443686	0	1	negative regulation of retrograde trans-synaptic signaling by neuropeptide	BP	1	1
GO:0090327	1.00000000000352	0.930494618952591	0	2	negative regulation of locomotion involved in locomotory behavior	BP	1	1
GO:1904432	1.00000000000352	0.927130202150151	0	2	regulation of ferrous iron binding	BP	1	1
GO:1904434	1.00000000000352	0.927130202150151	0	2	positive regulation of ferrous iron binding	BP	1	1
GO:1904435	1.00000000000352	0.927130202150151	0	2	regulation of transferrin receptor binding	BP	1	1
GO:1904437	1.00000000000352	0.927130202150151	0	2	positive regulation of transferrin receptor binding	BP	1	1
GO:0008425	1.00000000000353	0.968788070220042	0	2	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	MF	1	1
GO:0030580	1.00000000000353	0.968788070220042	0	2	quinone cofactor methyltransferase activity	MF	1	1
GO:0086097	1.00000000000353	0.919234764019132	0	2	phospholipase C-activating angiotensin-activated signaling pathway	BP	1	1
GO:0004372	1.00000000000354	0.910820124606326	0	2	glycine hydroxymethyltransferase activity	MF	1	1
GO:0019264	1.00000000000354	0.910820124606326	0	2	glycine biosynthetic process from serine	BP	1	1
GO:0050659	1.00000000000354	0.90415415189736	0	2	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity	MF	1	1
GO:0002447	1.00000000000355	0.806321499270294	0	7	eosinophil mediated immunity	BP	1	1
GO:0019402	1.00000000000355	0.980414141508507	0	1	galactitol metabolic process	BP	1	1
GO:0061623	1.00000000000355	0.980414141508507	0	1	glycolytic process from galactose	BP	1	1
GO:1990617	1.00000000000356	0.968677515680461	0	2	CHOP-ATF4 complex	CC	1	1
GO:0045339	1.00000000000361	0.974571708814459	0	1	farnesyl diphosphate catabolic process	BP	1	1
GO:0106405	1.00000000000361	0.974571708814459	0	1	isoprenoid diphosphate phosphatase activity	MF	1	1
GO:1902247	1.00000000000361	0.974571708814459	0	1	geranylgeranyl diphosphate catabolic process	BP	1	1
GO:0150018	1.00000000000363	0.853958715879701	0	3	basal dendrite development	BP	1	1
GO:0150019	1.00000000000363	0.853958715879701	0	3	basal dendrite morphogenesis	BP	1	1
GO:0150020	1.00000000000363	0.853958715879701	0	3	basal dendrite arborization	BP	1	1
GO:0002525	1.00000000000364	0.968528800586738	0	2	acute inflammatory response to non-antigenic stimulus	BP	1	1
GO:0002877	1.00000000000364	0.968528800586738	0	2	regulation of acute inflammatory response to non-antigenic stimulus	BP	1	1
GO:0002879	1.00000000000364	0.968528800586738	0	2	positive regulation of acute inflammatory response to non-antigenic stimulus	BP	1	1
GO:1904596	1.00000000000364	0.94707698239426	0	2	regulation of connective tissue replacement involved in inflammatory response wound healing	BP	1	1
GO:1905172	1.00000000000365	0.815194247435021	0	4	RISC complex binding	MF	1	1
GO:0030885	1.00000000000368	0.860253880815025	0	5	regulation of myeloid dendritic cell activation	BP	1	1
GO:0071209	1.0000000000037	0.906534023253472	0	3	U7 snRNA binding	MF	1	1
GO:0002582	1.00000000000373	0.979083797921606	0	2	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	BP	1	1
GO:0002585	1.00000000000373	0.979083797921606	0	2	positive regulation of antigen processing and presentation of peptide antigen	BP	1	1
GO:0002588	1.00000000000373	0.979083797921606	0	2	positive regulation of antigen processing and presentation of peptide antigen via MHC class II	BP	1	1
GO:0008111	1.00000000000373	0.960633378325131	0	1	alpha-methylacyl-CoA racemase activity	MF	1	1
GO:0051413	1.00000000000373	0.960633378325131	0	1	response to cortisone	BP	1	1
GO:0045828	1.00000000000374	0.954350207337674	0	1	positive regulation of isoprenoid metabolic process	BP	1	1
GO:1900054	1.00000000000374	0.954350207337674	0	1	positive regulation of retinoic acid biosynthetic process	BP	1	1
GO:0032051	1.00000000000375	0.732500987789461	0	7	clathrin light chain binding	MF	1	1
GO:0002225	1.00000000000379	0.846926232506271	0	7	positive regulation of antimicrobial peptide production	BP	1	1
GO:0003837	1.00000000000379	0.950433762784379	0	1	beta-ureidopropionase activity	MF	1	1
GO:0033396	1.00000000000379	0.950433762784379	0	1	beta-alanine biosynthetic process via 3-ureidopropionate	BP	1	1
GO:0060730	1.0000000000038	0.900358343726765	0	2	regulation of intestinal epithelial structure maintenance	BP	1	1
GO:2000729	1.0000000000038	0.910766364174842	0	2	positive regulation of mesenchymal cell proliferation involved in ureter development	BP	1	1
GO:0015112	1.00000000000382	0.95531886119622	0	1	nitrate transmembrane transporter activity	MF	1	1
GO:0015706	1.00000000000382	0.95531886119622	0	1	nitrate transmembrane transport	BP	1	1
GO:1902025	1.00000000000382	0.95531886119622	0	1	nitrate import	BP	1	1
GO:0035502	1.00000000000382	0.791144750531071	0	6	metanephric part of ureteric bud development	BP	1	1
